WardCode,WardName,Borough,type1_count,type2_count,type3_count,population,area_km2,pop_density,type1_density,type2_density,type3_density
E05013508,Queensbury,Brent,811,1875,309,17196,2.1562025746677467,7975.13192963781,376.12421463923374,869.5843433397821,143.3074997823961
E05013509,Roundwood,Brent,1567,1288,705,16719,1.843823871589815,9067.568902654592,849.8642544685534,698.5482831879367,382.35756183811753
E05013510,Stonebridge,Brent,1954,2866,652,20269,4.013680431105162,5049.978529162312,486.83497192674315,714.057845210873,162.44442256716303
E05013511,Sudbury,Brent,646,522,206,13840,1.6558627541097823,8358.180631607116,390.1289514464015,315.2435180418291,124.40644581727355
E05013512,Tokyngton,Brent,481,454,232,10021,1.4544358081234785,6889.95687814449,330.7124297363037,312.1485303540164,159.51202432187623
E05013513,Welsh Harp,Brent,838,1028,306,17863,3.5773001788258845,4993.430550148259,234.25487325892854,287.367553353435,85.53936899431042
E05013514,Wembley Central,Brent,1199,1355,625,17888,1.716345911545832,10422.14152733881,698.5771294319786,789.4678985657473,364.14570967054766
E05013515,Wembley Hill,Brent,1165,2157,480,15084,1.5458773721163361,9757.565685400848,753.6173444372838,1395.3241304302328,310.5032835449753
E05013516,Wembley Park,Brent,1566,2481,648,7507,0.9896402160913678,7585.585021644797,1582.3932521507597,2506.9716849208394,654.7834146830729
E05013517,Willesden Green,Brent,1560,1820,576,18975,1.4740394918877726,12872.789436393661,1058.316285679795,1234.7023332930944,390.7629362510013
E05013518,Central Greenford,Ealing,917,1061,313,14367,3.1929064400190783,4499.662069620228,287.19914511322816,332.2991199183589,98.02980634726326
E05013519,Dormers Wells,Ealing,1047,854,293,15573,2.3324291400563832,6676.730166226419,448.888235024662,366.1418841557415,125.6201077958223
E05013520,Ealing Broadway,Ealing,1156,3373,539,13871,1.750068776499649,7925.974216706895,660.5454685684645,1927.3528248109262,307.98789581176675
E05013521,Ealing Common,Ealing,646,1236,253,15903,2.389306296825605,6655.906788145362,270.3713629593098,517.3049607085246,105.88847496703619
E05013522,East Acton,Ealing,939,1002,391,15219,1.7565700153951225,8664.044055526385,534.5645159431812,570.4298668531071,222.59289215525436
E05013523,Greenford Broadway,Ealing,1199,1236,397,17287,2.3525469233300456,7348.206247690966,509.6603974652321,525.388032749814,168.75327589132374
E05013524,Hanger Hill,Ealing,833,1340,291,17034,3.423360982162586,4975.811808557618,243.32812237457412,391.42819205513723,85.00418200600369
E05013525,Hanwell Broadway,Ealing,1127,1335,446,15215,1.8478792983877232,8233.762894186382,609.8883195365134,722.4497840117529,241.35775555748447
E05013526,Lady Margaret,Ealing,856,726,350,15720,1.7167089938594935,9157.0557713794,498.62848220742796,422.90219402172045,203.87846819228946
E05013527,North Acton,Ealing,1376,2156,489,19120,4.264622709435374,4483.397782809126,322.65456846994545,505.554687224711,114.66430521933381
E05013528,North Greenford,Ealing,730,928,199,15662,3.283732321161309,4769.572689914338,222.3080107034521,282.6052519627446,60.60177278080407
E05013529,North Hanwell,Ealing,705,613,215,15119,2.1966561849864448,6882.733904073976,320.94235084146794,279.06051215009904,97.87603607222071
E05013530,Northfield,Ealing,403,738,162,14239,1.6945103098623595,8403.017625284674,237.8268209136683,435.52405417937274,95.60284116132573
E05013531,Northolt Mandeville,Ealing,1004,1030,313,17486,2.821915139066495,6196.5010066831655,355.786744293143,365.00034524097333,110.91758064118899
E05013532,Northolt West End,Ealing,1118,951,343,16624,3.4975220603602115,4753.079383947585,319.65488157202833,271.9067910330939,98.06943146619474
E05013533,Norwood Green,Ealing,1556,1177,423,16111,3.677641722691763,4380.79650352888,423.0972229837339,320.04205106160333,115.01936074686338
E05013534,Perivale,Ealing,1012,1289,410,16202,3.4069102347960127,4755.628673313164,297.0433414018591,378.34868287252607,120.34364622012079
E05013535,Pitshanger,Ealing,651,760,227,15083,2.204491731676958,6841.9399280424395,295.30616542833843,344.75066931726144,102.97158149344519
E05013536,South Acton,Ealing,1247,1716,469,16724,1.30704647111209,12795.26043612705,954.0594214213364,1312.8836945942369,358.8242731729004
E05013537,Southall Broadway,Ealing,1330,1995,430,10927,0.9722120915937034,11239.317114527821,1368.014254811202,2052.0213822168025,442.29032298407276
E05013538,Southall Green,Ealing,1500,1869,472,15653,1.5673578858794042,9986.870351066951,957.0245656807275,1192.4526088381865,301.1437300008689
E05013539,Southall West,Ealing,517,487,133,6626,0.8285992596535972,7996.6279510918885,623.9445594196357,587.738878989096,160.5118499087264
E05013540,Southfield,Ealing,573,1192,177,16407,1.518620678710061,10803.882911653982,377.31607901369733,784.9228031140091,116.55313435501645
E05013541,Walpole,Ealing,891,1703,337,14590,1.548794165748907,9420.231766527299,575.286257983264,1099.5650924191905,217.5886295626936
E05013542,Belmont,Harrow,257,407,114,9028,1.844139231975753,4895.508887540819,139.36041028998568,220.6991711596271,61.817458260927495
E05013543,Canons,Harrow,297,519,79,9712,1.9928560436331888,4873.407706004689,149.0323402680594,260.43025117549774,39.64159892652085
